task_id,puzzle_id,pair_index,emitted_candidates,invalid_candidates_before,allowed_shapes,shape_rule_count,filter_active,retained_candidates,filtered_candidates,filter_fraction,invalid_candidates_retained,used_empty_filter_fallback,target_shape_allowed,plain_modal_shape,screened_modal_shape,covered
f0afb749#0,f0afb749,0,1001,0,"[[6, 6]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[6, 6]","[6, 6]",1.0
f3e62deb#0,f3e62deb,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
f3e62deb#1,f3e62deb,1,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
f45f5ca7#0,f45f5ca7,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
f5c89df1#0,f5c89df1,0,1001,0,"[[13, 13]]",2,1,1001,0,0.0,0,0,1,"[13, 13]","[13, 13]",0.0
f83cb3f6#0,f83cb3f6,0,1001,0,"[[10, 15]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[10, 15]","[10, 15]",1.0
f9a67cb5#0,f9a67cb5,0,576,0,"[[15, 14]]",1,1,576,0,0.0,0,0,1,"[15, 14]","[15, 14]",1.0
fafd9572#0,fafd9572,0,1001,0,"[[14, 12]]",1,1,1001,0,0.0,0,0,1,"[14, 12]","[14, 12]",0.0
fb791726#0,fb791726,0,1001,0,"[[8, 8]]",1,1,791,210,0.2097902097902098,0,0,1,"[8, 8]","[8, 8]",1.0
fd096ab6#0,fd096ab6,0,1001,14,"[[30, 30]]",1,1,979,22,0.02197802197802201,0,0,1,"[30, 30]","[30, 30]",0.0
fd4b2b02#0,fd4b2b02,0,576,0,"[[16, 16]]",1,1,576,0,0.0,0,0,1,"[16, 16]","[16, 16]",0.0
fea12743#0,fea12743,0,1001,0,"[[16, 11]]",2,1,1001,0,0.0,0,0,1,"[16, 11]","[16, 11]",0.0
ff72ca3e#0,ff72ca3e,0,1001,10,"[[30, 20]]",1,1,983,18,0.017982017982017928,0,0,1,"[30, 20]","[30, 20]",0.0
