task_id,puzzle_id,pair_index,emitted_candidates,invalid_candidates_before,allowed_shapes,shape_rule_count,filter_active,retained_candidates,filtered_candidates,filter_fraction,invalid_candidates_retained,used_empty_filter_fallback,target_shape_allowed,plain_modal_shape,screened_modal_shape,covered
ea959feb#0,ea959feb,0,1001,0,"[[22, 25]]",2,1,1000,1,0.0009990009990009652,0,0,1,"[22, 25]","[22, 25]",0.0
ea9794b1#0,ea9794b1,0,1001,2,"[[5, 5]]",1,1,6,995,0.994005994005994,0,0,1,"[3, 3]","[5, 5]",0.0
ed74f2f2#0,ed74f2f2,0,1001,0,"[[3, 3]]",1,1,376,625,0.6243756243756244,0,0,1,"[5, 9]","[3, 3]",1.0
ed98d772#0,ed98d772,0,1001,0,"[[6, 6]]",2,1,1001,0,0.0,0,1,1,"[12, 12]","[12, 12]",0.0
f0afb749#0,f0afb749,0,1001,0,"[[6, 6]]",1,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
f3e62deb#0,f3e62deb,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
f3e62deb#1,f3e62deb,1,1001,0,"[[10, 10]]",2,1,33,968,0.967032967032967,0,0,1,"[3, 3]","[10, 10]",0.0
f45f5ca7#0,f45f5ca7,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",0.0
f5c89df1#0,f5c89df1,0,1001,0,"[[13, 13]]",2,1,1001,0,0.0,0,1,1,"[4, 4]","[4, 4]",0.0
f83cb3f6#0,f83cb3f6,0,1001,0,"[[10, 15]]",1,1,567,434,0.43356643356643354,0,0,1,"[10, 15]","[10, 15]",0.0
f9a67cb5#0,f9a67cb5,0,576,0,"[[15, 14]]",1,1,576,0,0.0,0,0,1,"[15, 14]","[15, 14]",0.0
fafd9572#0,fafd9572,0,1001,0,"[[14, 12]]",1,1,351,650,0.6493506493506493,0,0,1,"[6, 6]","[14, 12]",0.0
fb791726#0,fb791726,0,1001,0,"[[8, 8]]",1,1,1001,0,0.0,0,1,1,"[4, 4]","[4, 4]",0.0
fd096ab6#0,fd096ab6,0,1001,25,"[[30, 30]]",1,1,973,28,0.027972027972028024,0,0,1,"[30, 30]","[30, 30]",0.0
fd4b2b02#0,fd4b2b02,0,576,0,"[[16, 16]]",1,1,576,0,0.0,0,0,1,"[16, 16]","[16, 16]",0.0
fea12743#0,fea12743,0,1001,0,"[[16, 11]]",2,1,1001,0,0.0,0,0,1,"[16, 11]","[16, 11]",0.0
ff72ca3e#0,ff72ca3e,0,1001,0,"[[30, 20]]",1,1,1001,0,0.0,0,0,1,"[30, 20]","[30, 20]",0.0
